,Target,Model,Accuracy,Precision,Recall,F1-Score,CV
0,mf3,Logistic Regression_PCA,0.7096774193548387,0.5036420395421436,0.7096774193548387,0.5891661594643944,0.6666666666666666
1,mf3,Logistic Regression_Best_PCA,0.7096774193548387,0.5036420395421436,0.7096774193548387,0.5891661594643944,0.6666666666666666
2,mf3,Ridge_PCA,0.7096774193548387,0.5036420395421436,0.7096774193548387,0.5891661594643944,0.6666666666666666
3,mf3,Ridge_Best_PCA,0.7096774193548387,0.5036420395421436,0.7096774193548387,0.5891661594643944,0.667
4,mf3,Decision Tree_PCA,0.5806451612903226,0.6196943972835314,0.5806451612903226,0.5952568281443184,0.5770000000000001
5,mf3,Decision Tree_Best_PCA,0.45161290322580644,0.5456989247311828,0.45161290322580644,0.4765126416739319,0.6186666666666667
6,mf3,K-nn_PCA,0.7741935483870968,0.7824884792626727,0.7741935483870968,0.7775101670154382,0.6336666666666667
7,mf3,K-nn_Best_PCA,0.8387096774193549,0.8380645161290323,0.8387096774193549,0.8277282086479067,0.6910000000000001
8,mf3,Random Forest_PCA,0.7741935483870968,0.7612903225806452,0.7741935483870968,0.7588194921070694,0.6183333333333333
9,mf3,Random Forest_Best_PCA,0.8064516129032258,0.7987711213517666,0.8064516129032258,0.798562412342216,0.634
10,mf3,BernoulliNB_PCA,0.6451612903225806,0.489432703003337,0.6451612903225806,0.5566097406704617,0.5203333333333333
11,mf3,BernoulliNB_Best_PCA,0.7096774193548387,0.5036420395421436,0.7096774193548387,0.5891661594643944,0.6666666666666666
12,mf3,GaussianNB_PCA,0.7096774193548387,0.5036420395421436,0.7096774193548387,0.5891661594643944,0.4956666666666667
13,mf3,GaussianNB_Best_PCA,0.7096774193548387,0.5036420395421436,0.7096774193548387,0.5891661594643944,0.6506666666666667
14,subspecies,Logistic Regression_PCA,0.3225806451612903,0.1040582726326743,0.3225806451612903,0.15735641227380015,0.35
15,subspecies,Logistic Regression_Best_PCA,0.9354838709677419,0.946236559139785,0.9354838709677419,0.9365783559331946,0.8206666666666667
16,subspecies,Ridge_PCA,0.3548387096774194,0.5591397849462365,0.3548387096774194,0.22150537634408604,0.35
17,subspecies,Ridge_Best_PCA,0.45161290322580644,0.42825361512791993,0.45161290322580644,0.32951987996999255,0.4716666666666667
18,subspecies,Decision Tree_PCA,0.9032258064516129,0.9088089330024814,0.9032258064516129,0.9046594982078853,0.7150000000000001
19,subspecies,Decision Tree_Best_PCA,0.9032258064516129,0.9088089330024814,0.9032258064516129,0.9046594982078853,0.756
20,subspecies,K-nn_PCA,0.9032258064516129,0.9131231671554252,0.9032258064516129,0.9041238331560912,0.813
21,subspecies,K-nn_Best_PCA,0.9032258064516129,0.9131231671554252,0.9032258064516129,0.9041238331560912,0.8290000000000001
22,subspecies,Random Forest_PCA,0.9354838709677419,0.9395161290322581,0.9354838709677419,0.9359617682198328,0.7396666666666667
23,subspecies,Random Forest_Best_PCA,0.967741935483871,0.970674486803519,0.967741935483871,0.9679126130739034,0.772
24,subspecies,BernoulliNB_PCA,0.22580645161290322,0.054505005561735265,0.22580645161290322,0.0878136200716846,0.324
25,subspecies,BernoulliNB_Best_PCA,0.3225806451612903,0.1040582726326743,0.3225806451612903,0.15735641227380015,0.35
26,subspecies,GaussianNB_PCA,0.3225806451612903,0.5080645161290323,0.3225806451612903,0.24971537001897537,0.308
27,subspecies,GaussianNB_Best_PCA,0.45161290322580644,0.2039542143600416,0.45161290322580644,0.2810035842293907,0.341
28,ST,Logistic Regression_PCA,0.12903225806451613,0.016649323621227886,0.12903225806451613,0.02949308755760369,0.13
29,ST,Logistic Regression_Best_PCA,0.12903225806451613,0.016649323621227886,0.12903225806451613,0.02949308755760369,0.13
30,ST,Ridge_PCA,0.12903225806451613,0.016649323621227886,0.12903225806451613,0.02949308755760369,0.13
31,ST,Ridge_Best_PCA,0.12903225806451613,0.017797552836484983,0.12903225806451613,0.03128054740957967,0.138
32,ST,Decision Tree_PCA,0.12903225806451613,0.13440860215053763,0.12903225806451613,0.12749615975422426,0.09766666666666665
33,ST,Decision Tree_Best_PCA,0.16129032258064516,0.12150537634408602,0.16129032258064516,0.1250147701760605,0.16233333333333333
34,ST,K-nn_PCA,0.1935483870967742,0.1111111111111111,0.1935483870967742,0.13746898263027296,0.22766666666666663
35,ST,K-nn_Best_PCA,0.22580645161290322,0.12186379928315412,0.22580645161290322,0.15467328370554173,0.25166666666666665
36,ST,Random Forest_PCA,0.2903225806451613,0.2129032258064516,0.2903225806451613,0.23502304147465441,0.24433333333333335
37,ST,Random Forest_Best_PCA,0.2903225806451613,0.2132616487455197,0.2903225806451613,0.22456575682382135,0.21966666666666668
38,ST,BernoulliNB_PCA,0.0,0.0,0.0,0.0,0.03266666666666666
39,ST,BernoulliNB_Best_PCA,0.12903225806451613,0.016649323621227886,0.12903225806451613,0.02949308755760369,0.13
40,ST,GaussianNB_PCA,0.0967741935483871,0.016353046594982077,0.0967741935483871,0.027255476970846987,0.016
41,ST,GaussianNB_Best_PCA,0.0967741935483871,0.016353046594982077,0.0967741935483871,0.027255476970846987,0.016
